Date,Amount
2010-06-07,54183.989999999976
2010-06-08,57231.44999999993
2010-06-09,39285.64000000001
2010-06-10,21176.4700000001
2010-06-11,42309.58000000002
2010-06-13,21752.040000000106
2010-06-14,25348.67000000006
2010-06-15,32852.17999999999
2010-06-16,31463.0200000001
2010-06-17,92458.27000000002
2010-06-18,19510.740000000034
2010-06-20,9126.180000000008
2010-06-21,21170.659999999985
2010-06-22,14834.280000000012
2010-06-23,27851.28999999995
2010-06-24,28370.430000000004
2010-06-25,17734.66999999998
2010-06-27,20096.820000000032
2010-06-28,62633.75999999976
2010-06-29,35713.20999999993
2010-06-30,38033.960000000145
2010-07-01,30677.820000000054
2010-07-02,17143.150000000027
2010-07-04,10501.610000000002
2010-07-05,33473.19000000012
2010-07-06,23708.890000000003
2010-07-07,34261.450000000026
2010-07-08,22065.470000000045
2010-07-09,40785.59999999995
2010-07-11,7859.329999999985
2010-07-12,20170.80000000005
2010-07-13,21404.929999999993
2010-07-14,26320.04000000003
2010-07-15,61799.04000000009
2010-07-16,24723.74000000002
2010-07-18,15417.850000000002
2010-07-20,25258.820000000007
2010-07-21,23237.06999999997
2010-07-22,27564.170000000104
2010-07-23,26706.93000000007
2010-07-25,17610.500000000084
2010-07-26,27615.249999999967
2010-07-27,30173.320000000076
2010-07-28,23746.640000000174
2010-07-29,42630.489999999896
2010-07-30,16602.319999999996
2010-08-01,31024.080000000034
2010-08-02,29368.480000000083
2010-08-03,27719.909999999996
2010-08-04,22226.06999999995
2010-08-05,25374.4800000001
2010-08-06,16793.989999999998
2010-08-08,14221.50000000002
2010-08-09,32537.850000000064
2010-08-10,36781.049999999974
2010-08-11,25733.759999999966
2010-08-12,31548.85000000007
2010-08-13,38388.21000000003
2010-08-15,22696.40000000008
2010-08-16,21063.170000000024
2010-08-17,30802.250000000033
2010-08-18,37272.54999999983
2010-08-19,33480.00000000003
2010-08-20,26005.35999999996
2010-08-22,22830.41000000008
2010-08-23,22166.73000000003
2010-08-24,29501.30000000008
2010-08-25,33245.480000000025
2010-08-26,36119.99000000002
2010-08-27,38029.78000000003
2010-08-29,14516.13000000002
2010-08-31,38325.69999999996
2010-09-01,24286.00000000002
2010-09-02,38243.07000000022
2010-09-03,37662.63000000009
2010-09-05,12408.6
2010-09-06,29024.67999999997
2010-09-07,27515.109999999997
2010-09-08,17848.840000000022
2010-09-09,27705.31000000005
2010-09-10,18725.020000000055
2010-09-12,15770.240000000018
2010-09-13,38703.05000000011
2010-09-14,21364.02000000005
2010-09-15,35118.870000000046
2010-09-16,54479.24099999992
2010-09-17,22550.33000000006
2010-09-19,23111.090000000062
2010-09-20,46198.62000000013
2010-09-21,64032.32999999976
2010-09-22,31642.860000000022
2010-09-23,36395.65999999996
2010-09-24,53356.97000000003
2010-09-26,22446.870000000057
2010-09-27,140004.63999999987
2010-09-28,59344.609999999884
2010-09-29,39829.72000000008
2010-09-30,57247.20999999977
2010-10-01,39652.16000000003
2010-10-03,39076.25000000007
2010-10-04,39727.87000000018
2010-10-05,116102.5099999994
2010-10-06,31869.760000000104
2010-10-07,56852.77
2010-10-08,61170.56999999997
2010-10-10,23278.630000000125
2010-10-11,43925.829999999725
2010-10-12,50746.35999999984
2010-10-13,62773.8799999998
2010-10-14,88975.16999999991
2010-10-15,65325.49999999999
2010-10-17,33731.270000000266
2010-10-18,43501.88999999993
2010-10-19,56009.00999999975
2010-10-20,8179.440000000114
2010-10-21,39857.129999999896
2010-10-22,43384.71000000014
2010-10-24,28984.7000000001
2010-10-25,29847.770000000044
2010-10-26,46686.629999999706
2010-10-27,33055.01000000011
2010-10-28,45658.67999999981
2010-10-29,49137.09999999994
2010-10-31,30437.130000000267
2010-11-01,32086.54000000009
2010-11-02,48829.57999999998
2010-11-03,46594.710000000014
2010-11-04,91374.26999999919
2010-11-05,47208.21999999979
2010-11-07,32265.95000000026
2010-11-08,98116.9709999999
2010-11-09,74618.87999999944
2010-11-10,80767.53999999937
2010-11-11,67348.66999999962
2010-11-12,51105.21000000019
2010-11-14,29572.280000000137
2010-11-15,105387.5299999998
2010-11-16,74547.10000000005
2010-11-17,52215.510999999795
2010-11-18,45616.81999999966
2010-11-19,48878.34999999996
2010-11-21,32543.280000000184
2010-11-22,43478.759999999806
2010-11-23,63347.07000000023
2010-11-24,65725.05999999955
2010-11-25,73234.2199999993
2010-11-26,40935.44999999994
2010-11-28,28101.12000000016
2010-11-29,79458.34999999989
2010-11-30,64532.8799999994
2010-12-01,118572.04000000005
2010-12-02,98578.95999999832
2010-12-03,96533.91999999882
2010-12-05,64331.8999999989
2010-12-06,111601.47999999944
2010-12-07,308354.69999999844
2010-12-08,93180.23999999989
2010-12-09,109280.46000000025
2010-12-10,60960.93000000028
2010-12-12,17417.22000000004
2010-12-13,40634.0800000001
2010-12-14,47666.17000000019
2010-12-15,31445.550000000138
2010-12-16,50371.449999999946
2010-12-17,47302.469999999965
2010-12-19,7552.50999999999
2010-12-20,28836.509999999987
2010-12-21,47510.2399999999
2010-12-22,6265.369999999998
2010-12-23,12355.910000000022
2011-01-04,17101.680000000015
2011-01-05,66835.16999999998
2011-01-06,43372.95999999982
2011-01-07,30440.040000000026
2011-01-09,15845.600000000022
2011-01-10,24946.499999999996
2011-01-11,69494.05000000013
2011-01-12,25428.780000000006
2011-01-13,20715.74000000001
2011-01-14,47776.54000000007
2011-01-16,7367.50999999998
2011-01-17,29410.04000000029
2011-01-18,173275.30000000203
2011-01-19,26283.330000000133
2011-01-20,24498.070000000145
2011-01-21,33302.1600000002
2011-01-23,10514.549999999967
2011-01-24,25911.960000000137
2011-01-25,30183.420000000107
2011-01-26,20351.26000000009
2011-01-27,26369.540000000117
2011-01-28,21613.530000000086
2011-01-30,6775.059999999991
2011-01-31,24916.070000000123
2011-02-01,29636.76000000006
2011-02-02,21383.950000000033
2011-02-03,23615.080000000096
2011-02-04,25330.210000000046
2011-02-06,3457.1099999999965
2011-02-07,26384.02999999999
2011-02-08,21171.700000000044
2011-02-09,16692.579999999976
2011-02-10,16365.38000000002
2011-02-11,25358.91999999997
2011-02-13,5891.859999999989
2011-02-14,27184.990000000173
2011-02-15,42908.90000000004
2011-02-16,25167.390000000083
2011-02-17,26383.47000000019
2011-02-18,16489.100000000002
2011-02-20,9670.490000000029
2011-02-21,48969.669999999984
2011-02-22,32704.08000000013
2011-02-23,26990.440000000144
2011-02-24,22963.850000000097
2011-02-25,23161.640000000007
2011-02-27,9561.949999999983
2011-02-28,21757.580000000187
2011-03-01,27238.21000000005
2011-03-02,19085.130000000026
2011-03-03,36965.380000000056
2011-03-04,19538.730000000105
2011-03-06,10414.509999999986
2011-03-07,34187.520000000135
2011-03-08,25145.77000000018
2011-03-09,22170.560000000103
2011-03-10,26642.550000000116
2011-03-11,28955.08000000012
2011-03-13,4158.619999999995
2011-03-14,26174.51000000007
2011-03-15,26326.950000000106
2011-03-16,22714.080000000053
2011-03-17,41005.629999999925
2011-03-18,39573.11999999991
2011-03-20,22326.34000000011
2011-03-21,17060.770000000033
2011-03-22,31718.81000000023
2011-03-23,24154.270000000095
2011-03-24,36832.1800000001
2011-03-25,32132.390000000065
2011-03-27,9502.719999999994
2011-03-28,27146.410000000105
2011-03-29,70892.36999999978
2011-03-30,32281.31000000015
2011-03-31,37667.720000000154
2011-04-01,26943.24000000007
2011-04-03,7008.199999999999
2011-04-04,41435.459999999846
2011-04-05,31935.710000000156
2011-04-06,17445.37000000008
2011-04-07,18796.78000000013
2011-04-08,27292.140000000105
2011-04-10,10464.079999999987
2011-04-11,22596.230000000076
2011-04-12,26016.350000000097
2011-04-13,25070.640000000032
2011-04-14,36912.560000000085
2011-04-15,28341.110999999975
2011-04-17,12746.699999999993
2011-04-18,79866.75000000035
2011-04-19,24839.750000000182
2011-04-20,29101.550000000036
2011-04-21,34032.66000000004
2011-04-26,31509.320000000174
2011-04-27,26294.32000000004
2011-04-28,23761.200000000084
2011-05-01,6982.659999999998
2011-05-03,50840.9599999999
2011-05-04,27626.000000000102
2011-05-05,29597.930000000248
2011-05-06,36538.12000000001
2011-05-08,18925.88000000005
2011-05-09,29738.990000000183
2011-05-10,50075.839999999705
2011-05-11,34134.14000000025
2011-05-12,63894.209999999846
2011-05-13,30755.83000000008
2011-05-15,9924.280000000004
2011-05-16,54022.78999999998
2011-05-17,56700.14999999985
2011-05-18,34629.590000000106
2011-05-19,36849.95
2011-05-20,27179.82000000006
2011-05-22,24256.81000000004
2011-05-23,38631.65000000004
2011-05-24,38291.170000000035
2011-05-25,24663.960000000094
2011-05-26,33785.47
2011-05-27,28651.87000000009
2011-05-29,7580.2999999999865
2011-05-31,23460.16000000008
2011-06-01,21000.180000000164
2011-06-02,33150.27000000013
2011-06-03,17075.50000000002
2011-06-05,25758.730000000112
2011-06-06,18786.750000000047
2011-06-07,38271.140000000065
2011-06-08,43587.74999999982
2011-06-09,47262.45000000023
2011-06-10,101928.22000000012
2011-06-12,12550.259999999991
2011-06-13,24541.490000000093
2011-06-14,40736.09000000002
2011-06-15,52056.799999999996
2011-06-16,35037.630000000056
2011-06-17,21351.620000000046
2011-06-19,22524.350000000104
2011-06-20,41536.55999999994
2011-06-21,26838.730000000076
2011-06-22,21857.040000000055
2011-06-23,26212.330000000144
2011-06-24,30424.04000000014
2011-06-26,7989.809999999979
2011-06-27,17207.660000000003
2011-06-28,36510.00000000012
2011-06-29,22401.210000000036
2011-06-30,45760.070000000116
2011-07-01,14178.300000000021
2011-07-03,6087.63999999999
2011-07-04,45150.910000000214
2011-07-05,41181.890000000116
2011-07-06,26495.500000000127
2011-07-07,33533.7000000001
2011-07-08,27324.120000000134
2011-07-10,6295.669999999981
2011-07-11,22780.51000000013
2011-07-12,26633.060000000096
2011-07-13,33671.83000000014
2011-07-14,34628.300000000105
2011-07-15,15193.929999999935
2011-07-17,17214.460000000036
2011-07-18,49219.95000000001
2011-07-19,51048.880000000114
2011-07-20,39311.0700000001
2011-07-21,34680.01000000002
2011-07-22,20234.489999999987
2011-07-24,27722.72000000005
2011-07-25,27086.650000000187
2011-07-26,22017.221000000067
2011-07-27,25637.410000000105
2011-07-28,56832.60000000003
2011-07-29,19486.590000000015
2011-07-31,33494.859999999986
2011-08-01,21415.00000000002
2011-08-02,38213.92999999996
2011-08-03,29151.260000000173
2011-08-04,69975.76999999989
2011-08-05,21778.86000000009
2011-08-07,7693.699999999994
2011-08-08,26768.150000000132
2011-08-09,28735.68000000008
2011-08-10,30110.460000000123
2011-08-11,72734.79000000018
2011-08-12,10164.979999999961
2011-08-14,6286.959999999991
2011-08-15,17282.40000000001
2011-08-16,19375.61000000004
2011-08-17,57607.69999999984
2011-08-18,54988.18999999996
2011-08-19,17450.639999999992
2011-08-21,14604.51000000001
2011-08-22,31324.510000000028
2011-08-23,26231.06000000007
2011-08-24,60995.820000000065
2011-08-25,25196.04000000009
2011-08-26,25702.64999999998
2011-08-28,10825.279999999977
2011-08-30,32091.720000000125
2011-08-31,34642.34000000011
2011-09-01,37443.700000000055
2011-09-02,42898.97000000006
2011-09-04,17220.69
2011-09-05,37470.239999999976
2011-09-06,28647.20000000007
2011-09-07,34701.41000000012
2011-09-08,27683.600000000104
2011-09-09,30833.550000000065
2011-09-11,35557.87000000011
2011-09-12,30437.350000000108
2011-09-13,55405.65000000006
2011-09-14,23825.30000000017
2011-09-15,93494.09000000013
2011-09-16,29590.380000000034
2011-09-18,15799.13000000003
2011-09-19,52327.55000000003
2011-09-20,109937.84999999995
2011-09-21,54177.28999999967
2011-09-22,61632.750000000065
2011-09-23,41777.02000000004
2011-09-25,31534.40100000011
2011-09-26,30028.07100000011
2011-09-27,36893.73999999988
2011-09-28,44115.07999999986
2011-09-29,49338.57000000006
2011-09-30,44721.26999999993
2011-10-02,11645.480000000012
2011-10-03,68538.85999999999
2011-10-04,49380.45999999989
2011-10-05,75942.82999999975
2011-10-06,70476.09999999998
2011-10-07,60043.37999999991
2011-10-09,13126.560000000009
2011-10-10,52212.470000000045
2011-10-11,66878.1299999999
2011-10-12,35015.71000000011
2011-10-13,37825.189999999995
2011-10-14,37469.73999999997
2011-10-16,22416.48000000008
2011-10-17,57060.25999999996
2011-10-18,46026.48000000003
2011-10-19,49143.289999999775
2011-10-20,61452.65999999958
2011-10-21,63492.020000000004
2011-10-23,12375.910000000013
2011-10-24,59098.0999999996
2011-10-25,41821.79000000001
2011-10-26,38276.77999999994
2011-10-27,67103.28999999994
2011-10-28,41571.930000000044
2011-10-30,34597.18000000011
2011-10-31,66262.84999999983
2011-11-01,29568.75000000018
2011-11-02,46537.61999999983
2011-11-03,64306.42999999997
2011-11-04,65872.95999999979
2011-11-06,42980.28000000019
2011-11-07,101762.54000000002
2011-11-08,58752.819999999876
2011-11-09,69655.70999999947
2011-11-10,73060.27999999991
2011-11-11,55678.82999999999
2011-11-13,34619.62000000009
2011-11-14,116698.66999999981
2011-11-15,61020.349999999875
2011-11-16,67507.64000000013
2011-11-17,61876.53999999974
2011-11-18,54518.980000000054
2011-11-20,35215.13000000018
2011-11-21,51308.93999999979
2011-11-22,65872.31999999988
2011-11-23,81727.6599999997
2011-11-24,53876.979999999894
2011-11-25,51202.74
2011-11-27,20650.660000000076
2011-11-28,58888.359999999935
2011-11-29,72972.66000000005
2011-11-30,61102.939999999784
2011-12-01,52983.549999999756
2011-12-02,58242.07999999985
2011-12-04,24677.080000000096
2011-12-05,119732.6
2011-12-06,59198.05000000017
2011-12-07,75802.09999999966
2011-12-08,83572.21999999981
2011-12-09,369727.6700000041
